X [s],Quattro sensor 9: EMG.A 9 [V],X [s],Quattro sensor 9: EMG.B 9 [V],X [s],Quattro sensor 9: EMG.C 9 [V],X [s],Quattro sensor 9: EMG.D 9 [V],X [s],Quattro sensor 9: ACC.X 9 [g],X [s],Quattro sensor 9: ACC.Y 9 [g],X [s],Quattro sensor 9: ACC.Z 9 [g],X [s],Quattro sensor 9: GYRO.X 9 [�/,X [s],Quattro sensor 9: GYRO.Y 9 [�/,X [s],Quattro sensor 9: GYRO.Z 9 [�/
16.9425,-6.87E-05,16.9425,3.74E-05,16.9425,-5.57E-05,16.9425,-5.42E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.94353846,-5.12E-05,16.94353846,1.46E-05,16.94353846,-7.57E-05,16.94353846,-2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.94457692,-4.11E-05,16.94457692,1.24E-05,16.94457692,-7.97E-05,16.94457692,-3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.94561538,-4.63E-05,16.94561538,-2.94E-05,16.94561538,-9.01E-05,16.94561538,-7.47E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.94665385,-1.73E-05,16.94665385,-0.000100877,16.94665385,-9.70E-05,16.94665385,-4.90E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.94769231,2.43E-05,16.94769231,-9.99E-05,16.94769231,-0.000108431,16.94769231,-2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.94873077,7.40E-05,16.94873077,-6.70E-05,16.94873077,-0.00011783,16.94873077,3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.94976923,4.99E-05,16.94976923,-5.96E-05,16.94976923,-0.000122362,16.94976923,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.95080769,3.64E-05,16.95080769,-6.46E-05,16.95080769,-0.000118334,16.95080769,-5.87E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.95184615,1.36E-05,16.95184615,-7.27E-05,16.95184615,-0.000115984,16.95184615,-1.19E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.95288462,-2.10E-05,16.95288462,-8.85E-05,16.95288462,-0.000110277,16.95288462,-1.46E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.95392308,-4.95E-05,16.95392308,-8.02E-05,16.95392308,-0.00010222,16.95392308,4.20E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.95496154,-5.61E-05,16.95496154,-6.19E-05,16.95496154,-9.75E-05,16.95496154,7.55E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.956,-4.65E-05,16.956,-5.59E-05,16.956,-9.15E-05,16.956,-7.89E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.95703846,-2.47E-05,16.95703846,-2.87E-05,16.95703846,-9.48E-05,16.95703846,8.39E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.95807692,-4.36E-06,16.95807692,-3.68E-05,16.95807692,-9.01E-05,16.95807692,1.24E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.95911538,3.19E-06,16.95911538,-4.08E-05,16.95911538,-9.01E-05,16.95911538,-1.66E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.96015385,-3.19E-06,16.96015385,-1.53E-05,16.96015385,-8.34E-05,16.96015385,-2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.96119231,-1.02E-05,16.96119231,-1.02E-05,16.96119231,-7.84E-05,16.96119231,-4.87E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.96223077,-1.53E-05,16.96223077,-5.87E-06,16.96223077,-7.80E-05,16.96223077,-5.04E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.96326923,-1.73E-05,16.96326923,5.71E-06,16.96326923,-7.62E-05,16.96326923,-9.57E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.96430769,-2.11E-05,16.96430769,1.53E-05,16.96430769,-7.02E-05,16.96430769,1.64E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.96534615,-2.17E-05,16.96534615,5.04E-06,16.96534615,-5.93E-05,16.96534615,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.96638462,-1.98E-05,16.96638462,1.33E-05,16.96638462,-6.29E-05,16.96638462,-3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.96742308,-2.33E-05,16.96742308,4.50E-05,16.96742308,-5.69E-05,16.96742308,-2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.96846154,-1.49E-05,16.96846154,5.61E-05,16.96846154,-4.62E-05,16.96846154,-6.88E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.9695,-1.46E-05,16.9695,6.09E-05,16.9695,-3.89E-05,16.9695,-8.22E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.97053846,-2.30E-05,16.97053846,6.66E-05,16.97053846,-2.57E-05,16.97053846,6.55E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.97157692,-1.96E-05,16.97157692,4.55E-05,16.97157692,-4.53E-06,16.97157692,1.85E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.97261538,-1.23E-05,16.97261538,6.80E-05,16.97261538,5.20E-06,16.97261538,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.97365385,-5.04E-07,16.97365385,9.82E-05,16.97365385,7.89E-06,16.97365385,-3.74E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.97469231,-3.36E-06,16.97469231,0.000101884,16.97469231,1.33E-05,16.97469231,-0.000128069,0,0,0,0,0,0,0,0,0,0,0,0
16.97573077,-1.66E-05,16.97573077,7.10E-05,16.97573077,2.00E-05,16.97573077,-0.000118837,0,0,0,0,0,0,0,0,0,0,0,0
16.97676923,-2.17E-05,16.97676923,3.14E-05,16.97676923,2.30E-05,16.97676923,-9.45E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.97780769,-7.72E-06,16.97780769,1.96E-05,16.97780769,3.14E-05,16.97780769,-5.25E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.97884615,3.69E-06,16.97884615,4.01E-05,16.97884615,3.74E-05,16.97884615,-1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.97988462,1.19E-05,16.97988462,3.00E-05,16.97988462,3.88E-05,16.97988462,-4.20E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.98092308,1.83E-05,16.98092308,-4.20E-06,16.98092308,3.34E-05,16.98092308,-8.39E-07,0,0,0,0,0,0,0,0,0,0,0,0
16.98196154,2.05E-05,16.98196154,-4.38E-05,16.98196154,1.80E-05,16.98196154,-7.60E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.983,2.52E-06,16.983,-6.06E-05,16.983,1.17E-06,16.983,-3.24E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.98403846,-1.02E-05,16.98403846,-3.51E-05,16.98403846,-9.23E-06,16.98403846,-1.23E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.98507692,-2.27E-05,16.98507692,1.39E-05,16.98507692,-1.38E-05,16.98507692,-8.90E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.98611538,-2.17E-05,16.98611538,2.20E-05,16.98611538,-2.37E-05,16.98611538,0.000105577,0,0,0,0,0,0,0,0,0,0,0,0
16.98715385,-1.66E-05,16.98715385,7.55E-06,16.98715385,-2.90E-05,16.98715385,-2.27E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.98819231,-1.49E-05,16.98819231,-1.24E-05,16.98819231,-3.24E-05,16.98819231,-0.000155932,0,0,0,0,0,0,0,0,0,0,0,0
16.98923077,-1.53E-05,16.98923077,-2.99E-05,16.98923077,-3.14E-05,16.98923077,-5.54E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.99026923,-1.59E-05,16.99026923,-2.45E-05,16.99026923,-2.53E-05,16.99026923,-6.06E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.99130769,-1.76E-05,16.99130769,1.01E-06,16.99130769,-1.33E-05,16.99130769,-5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.99234615,-1.23E-05,16.99234615,1.46E-05,16.99234615,1.51E-06,16.99234615,-4.18E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.99338462,-9.90E-06,16.99338462,-4.20E-06,16.99338462,1.29E-05,16.99338462,-2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.99442308,-1.39E-05,16.99442308,-1.46E-05,16.99442308,2.01E-05,16.99442308,-2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.99546154,-1.09E-05,16.99546154,-1.93E-05,16.99546154,2.30E-05,16.99546154,-1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.9965,-1.41E-05,16.9965,-2.64E-05,16.9965,2.43E-05,16.9965,-3.52E-06,0,0,0,0,0,0,0,0,0,0,0,0
16.99753846,-1.90E-05,16.99753846,-2.20E-05,16.99753846,2.18E-05,16.99753846,8.39E-07,0,0,0,0,0,0,0,0,0,0,0,0
16.99857692,-6.21E-06,16.99857692,-3.07E-05,16.99857692,1.66E-05,16.99857692,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,0
16.99961538,1.51E-06,16.99961538,-4.53E-05,16.99961538,9.23E-06,16.99961538,-1.12E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.00065385,4.53E-06,17.00065385,-4.01E-05,17.00065385,2.85E-06,17.00065385,-3.78E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.00169231,5.71E-06,17.00169231,-2.94E-05,17.00169231,-7.89E-06,17.00169231,-3.58E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.00273077,5.04E-06,17.00273077,-2.97E-05,17.00273077,-1.93E-05,17.00273077,-1.76E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.00376923,-4.53E-06,17.00376923,-3.51E-05,17.00376923,-2.64E-05,17.00376923,-1.33E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.00480769,-9.57E-06,17.00480769,-4.21E-05,17.00480769,-3.68E-05,17.00480769,-7.55E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.00584615,1.51E-06,17.00584615,-5.22E-05,17.00584615,-4.40E-05,17.00584615,-8.22E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.00688462,5.04E-06,17.00688462,-4.58E-05,17.00688462,-4.58E-05,17.00688462,-5.87E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.00792308,-6.38E-06,17.00792308,-4.72E-05,17.00792308,-4.99E-05,17.00792308,2.85E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.00896154,-1.49E-05,17.00896154,-4.26E-05,17.00896154,-5.27E-05,17.00896154,-2.52E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.01,-2.48E-05,17.01,-5.27E-05,17.01,-4.99E-05,17.01,-4.53E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.01103846,-2.64E-05,17.01103846,-4.85E-05,17.01103846,-5.32E-05,17.01103846,-6.88E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.01207692,-5.54E-06,17.01207692,-2.45E-05,17.01207692,-5.12E-05,17.01207692,-1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.01311538,1.33E-05,17.01311538,-6.38E-06,17.01311538,-4.38E-05,17.01311538,-1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.01415385,2.53E-05,17.01415385,3.36E-06,17.01415385,-3.73E-05,17.01415385,2.35E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.01519231,2.50E-05,17.01519231,6.38E-06,17.01519231,-2.23E-05,17.01519231,6.55E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.01623077,1.83E-05,17.01623077,7.22E-06,17.01623077,-1.29E-05,17.01623077,7.89E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.01726923,1.19E-05,17.01726923,6.55E-06,17.01726923,-1.36E-05,17.01726923,1.85E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.01830769,3.86E-06,17.01830769,1.19E-05,17.01830769,-6.21E-06,17.01830769,-8.90E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.01934615,-2.52E-06,17.01934615,2.53E-05,17.01934615,1.68E-06,17.01934615,-2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.02038462,-8.22E-06,17.02038462,3.04E-05,17.02038462,7.72E-06,17.02038462,-2.20E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.02142308,-1.33E-05,17.02142308,6.55E-06,17.02142308,4.53E-06,17.02142308,-1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.02246154,-1.11E-05,17.02246154,3.52E-06,17.02246154,2.18E-06,17.02246154,-7.55E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.0235,-1.29E-05,17.0235,2.13E-05,17.0235,7.22E-06,17.0235,-1.07E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.02453846,-1.58E-05,17.02453846,1.93E-05,17.02453846,1.02E-05,17.02453846,-4.67E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.02557692,-8.90E-06,17.02557692,1.23E-05,17.02557692,1.06E-05,17.02557692,-6.41E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.02661538,-5.04E-07,17.02661538,8.56E-06,17.02661538,7.05E-06,17.02661538,4.01E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.02765385,-1.19E-05,17.02765385,1.51E-06,17.02765385,3.86E-06,17.02765385,-1.17E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.02869231,-1.36E-05,17.02869231,-2.52E-05,17.02869231,-7.22E-06,17.02869231,-6.26E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.02973077,-6.21E-06,17.02973077,-2.77E-05,17.02973077,-1.24E-05,17.02973077,3.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.03076923,-1.51E-06,17.03076923,-1.02E-05,17.03076923,-1.59E-05,17.03076923,7.91E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.03180769,-2.45E-05,17.03180769,-1.09E-05,17.03180769,-2.92E-05,17.03180769,1.19E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.03284615,-4.72E-05,17.03284615,-4.18E-05,17.03284615,-3.31E-05,17.03284615,-9.57E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.03388462,-3.98E-05,17.03388462,-6.83E-05,17.03388462,-3.21E-05,17.03388462,-9.57E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.03492308,-1.56E-05,17.03492308,-5.20E-05,17.03492308,-2.74E-05,17.03492308,1.01E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.03596154,1.51E-06,17.03596154,-9.23E-06,17.03596154,-2.57E-05,17.03596154,3.02E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.037,-1.85E-06,17.037,6.38E-06,17.037,-1.34E-05,17.037,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.03803846,-1.51E-06,17.03803846,1.46E-05,17.03803846,-5.04E-07,17.03803846,4.87E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.03907692,3.19E-06,17.03907692,-7.22E-06,17.03907692,1.17E-06,17.03907692,8.88E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.04011538,7.72E-06,17.04011538,-2.57E-05,17.04011538,-6.55E-06,17.04011538,-6.87E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.04115385,-8.22E-06,17.04115385,1.17E-06,17.04115385,-1.12E-05,17.04115385,-0.00013344,0,0,0,0,0,0,0,0,0,0,0,0
17.04219231,-2.33E-05,17.04219231,2.67E-05,17.04219231,-7.89E-06,17.04219231,-3.61E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.04323077,-6.21E-06,17.04323077,1.58E-05,17.04323077,-1.49E-05,17.04323077,-8.22E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.04426923,5.71E-06,17.04426923,5.20E-06,17.04426923,-2.92E-05,17.04426923,-3.31E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.04530769,-5.71E-06,17.04530769,-4.20E-06,17.04530769,-4.48E-05,17.04530769,-1.85E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.04634615,-6.88E-06,17.04634615,-1.85E-06,17.04634615,-5.02E-05,17.04634615,-1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.04738462,-8.90E-06,17.04738462,1.01E-06,17.04738462,-5.12E-05,17.04738462,-1.39E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.04842308,-1.36E-05,17.04842308,1.85E-06,17.04842308,-5.52E-05,17.04842308,-7.22E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.04946154,-1.76E-05,17.04946154,7.22E-06,17.04946154,-5.82E-05,17.04946154,-8.56E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.0505,-2.17E-05,17.0505,5.20E-06,17.0505,-4.58E-05,17.0505,-2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.05153846,-2.30E-05,17.05153846,-1.12E-05,17.05153846,-2.42E-05,17.05153846,-2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.05257692,-8.73E-06,17.05257692,-2.03E-05,17.05257692,-8.39E-07,17.05257692,-9.90E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.05361538,-2.52E-06,17.05361538,-1.56E-05,17.05361538,2.94E-05,17.05361538,-1.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.05465385,2.18E-06,17.05465385,6.88E-06,17.05465385,5.59E-05,17.05465385,-3.52E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.05569231,8.22E-06,17.05569231,1.16E-05,17.05569231,8.07E-05,17.05569231,-3.66E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.05673077,3.36E-07,17.05673077,5.20E-06,17.05673077,8.11E-05,17.05673077,-4.40E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.05776923,9.57E-06,17.05776923,-1.17E-06,17.05776923,5.94E-05,17.05776923,-2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.05880769,7.89E-06,17.05880769,-5.54E-06,17.05880769,5.29E-05,17.05880769,-1.90E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.05984615,-3.52E-06,17.05984615,1.17E-05,17.05984615,5.42E-05,17.05984615,-1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.06088462,7.72E-06,17.06088462,3.83E-05,17.06088462,5.74E-05,17.06088462,-1.16E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.06192308,7.89E-06,17.06192308,5.86E-05,17.06192308,6.60E-05,17.06192308,-6.55E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.06296154,1.85E-06,17.06296154,3.94E-05,17.06296154,6.66E-05,17.06296154,-7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.064,-1.23E-05,17.064,2.75E-05,17.064,6.53E-05,17.064,-7.22E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.06503846,-2.30E-05,17.06503846,2.38E-05,17.06503846,6.68E-05,17.06503846,-9.23E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.06607692,-2.17E-05,17.06607692,1.83E-05,17.06607692,5.69E-05,17.06607692,-3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.06711538,-7.05E-06,17.06711538,5.20E-06,17.06711538,4.18E-05,17.06711538,7.39E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.06815385,-3.86E-06,17.06815385,-6.04E-06,17.06815385,2.94E-05,17.06815385,3.51E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.06919231,-2.62E-05,17.06919231,-1.16E-05,17.06919231,1.46E-05,17.06919231,1.86E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.07023077,-2.97E-05,17.07023077,-1.76E-05,17.07023077,-6.88E-06,17.07023077,1.96E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.07126923,-1.19E-05,17.07126923,-1.64E-05,17.07126923,-3.51E-05,17.07126923,-2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.07230769,-1.23E-05,17.07230769,-2.43E-05,17.07230769,-6.19E-05,17.07230769,-6.61E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.07334615,-2.37E-05,17.07334615,-4.25E-05,17.07334615,-7.35E-05,17.07334615,7.64E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.07438462,-2.47E-05,17.07438462,-4.38E-05,17.07438462,-8.49E-05,17.07438462,7.50E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.07542308,-1.58E-05,17.07542308,-4.35E-05,17.07542308,-9.05E-05,17.07542308,-1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.07646154,-1.51E-05,17.07646154,-6.16E-05,17.07646154,-8.54E-05,17.07646154,-3.91E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.0775,-1.93E-05,17.0775,-4.68E-05,17.0775,-6.40E-05,17.0775,-0.000105577,0,0,0,0,0,0,0,0,0,0,0,0
17.07853846,-1.44E-05,17.07853846,-3.00E-05,17.07853846,-3.47E-05,17.07853846,-1.64E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.07957692,-7.05E-06,17.07957692,-5.27E-05,17.07957692,-3.69E-06,17.07957692,-3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08061538,-3.36E-06,17.08061538,-1.73E-05,17.08061538,1.85E-05,17.08061538,-5.89E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08165385,-1.85E-06,17.08165385,1.14E-05,17.08165385,2.43E-05,17.08165385,3.61E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08269231,-3.36E-06,17.08269231,-8.39E-06,17.08269231,2.80E-05,17.08269231,0.000166171,0,0,0,0,0,0,0,0,0,0,0,0
17.08373077,-6.21E-06,17.08373077,-3.69E-06,17.08373077,4.41E-05,17.08373077,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08476923,-1.34E-06,17.08476923,5.05E-05,17.08476923,5.82E-05,17.08476923,-3.64E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08580769,-1.68E-06,17.08580769,6.83E-05,17.08580769,7.44E-05,17.08580769,-7.35E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08684615,8.06E-06,17.08684615,4.58E-05,17.08684615,9.72E-05,17.08684615,-7.94E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08788462,1.33E-05,17.08788462,5.72E-05,17.08788462,0.000122698,17.08788462,-5.46E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08892308,1.17E-06,17.08892308,5.89E-05,17.08892308,0.000147204,17.08892308,-4.15E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.08996154,-2.17E-05,17.08996154,2.52E-05,17.08996154,0.000152911,17.08996154,1.24E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.091,-4.73E-05,17.091,-8.06E-06,17.091,0.000143175,17.091,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.09203846,-5.25E-05,17.09203846,-4.18E-05,17.09203846,0.000131762,17.09203846,-2.47E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.09307692,-2.10E-05,17.09307692,-1.68E-07,17.09307692,0.000120516,17.09307692,-1.83E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.09411538,4.08E-05,17.09411538,7.64E-05,17.09411538,0.000100374,17.09411538,-1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.09515385,5.29E-05,17.09515385,4.53E-05,17.09515385,7.60E-05,17.09515385,5.04E-07,0,0,0,0,0,0,0,0,0,0,0,0
17.09619231,2.80E-05,17.09619231,2.43E-05,17.09619231,5.76E-05,17.09619231,3.54E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.09723077,1.80E-05,17.09723077,3.00E-05,17.09723077,2.67E-05,17.09723077,3.24E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.09826923,2.65E-05,17.09826923,-4.20E-05,17.09826923,-6.21E-06,17.09826923,-4.35E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.09930769,7.89E-06,17.09930769,-0.000110277,17.09930769,-4.50E-05,17.09930769,-5.56E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.10034615,-8.56E-06,17.10034615,-0.000112627,17.10034615,-8.29E-05,17.10034615,-8.90E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.10138462,-2.10E-05,17.10138462,-0.000112963,17.10138462,-0.000110613,17.10138462,1.76E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.10242308,-5.19E-05,17.10242308,-0.000114641,17.10242308,-0.00014049,17.10242308,7.39E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.10346154,-6.28E-05,17.10346154,-0.000115984,17.10346154,-0.000165835,17.10346154,-1.46E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.1045,-4.58E-05,17.1045,-8.34E-05,17.1045,-0.000172717,17.1045,-3.36E-07,0,0,0,0,0,0,0,0,0,0,0,0
17.10553846,-3.81E-05,17.10553846,-6.06E-05,17.10553846,-0.000178088,17.10553846,4.53E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.10657692,-4.11E-05,17.10657692,-7.18E-05,17.10657692,-0.000175738,17.10657692,-1.29E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.10761538,-2.47E-05,17.10761538,-7.60E-05,17.10761538,-0.000178256,17.10761538,-4.53E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.10865385,-6.04E-06,17.10865385,-7.23E-05,17.10865385,-0.000171374,17.10865385,-1.04E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.10969231,-4.53E-06,17.10969231,-6.60E-05,17.10969231,-0.00016701,17.10969231,-3.64E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.11073077,-1.39E-05,17.11073077,-5.12E-05,17.11073077,-0.000158785,17.11073077,0.000137133,0,0,0,0,0,0,0,0,0,0,0,0
17.11176923,-2.97E-05,17.11176923,-6.33E-05,17.11176923,-0.000155261,17.11176923,7.47E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.11280769,-3.52E-05,17.11280769,-0.00010692,17.11280769,-0.000145525,17.11280769,-0.000153246,0,0,0,0,0,0,0,0,0,0,0,0
17.11384615,-3.81E-05,17.11384615,-0.000112627,17.11384615,-0.00016466,17.11384615,1.09E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.11488462,-2.97E-05,17.11488462,-5.32E-05,17.11488462,-0.000166003,17.11488462,-3.04E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.11592308,-1.04E-05,17.11592308,1.96E-05,17.11592308,-9.95E-05,17.11592308,-6.88E-06,0,0,0,0,0,0,0,0,0,0,0,0
17.11696154,-9.57E-06,17.11696154,5.66E-05,17.11696154,-5.69E-05,17.11696154,4.55E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.118,-1.39E-05,17.118,6.60E-05,17.118,-2.37E-05,17.118,3.74E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.11903846,-2.06E-05,17.11903846,5.15E-05,17.11903846,-3.52E-06,17.11903846,-1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.12007692,-2.11E-05,17.12007692,4.82E-05,17.12007692,7.89E-06,17.12007692,-6.63E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.12111538,-2.22E-05,17.12111538,4.28E-05,17.12111538,7.89E-06,17.12111538,-0.000132433,0,0,0,0,0,0,0,0,0,0,0,0
17.12215385,-3.12E-05,17.12215385,1.43E-05,17.12215385,1.66E-05,17.12215385,9.99E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.12319231,-3.31E-05,17.12319231,9.90E-06,17.12319231,2.90E-05,17.12319231,5.49E-05,0,0,0,0,0,0,0,0,0,0,0,0
17.12423077,-1.23E-05,17.12423077,4.03E-05,17.12423077,3.74E-05,17.12423077,-6.90E-05,0,0,0,0,0,0,0,0,0,0,0,0
