Model Outputs
250
,,MJR_V2:LAbsAnkleAngle,,,MJR_V2:LAnkleAngles,,,MJR_V2:LAnkleForce,,,MJR_V2:LAnkleMoment,,,MJR_V2:LAnklePower,,,MJR_V2:LFE,,,,,,,,,MJR_V2:LFO,,,,,,,,,MJR_V2:LFootProgressAngles,,,MJR_V2:LGroundReactionForce,,,MJR_V2:LGroundReactionMoment,,,MJR_V2:LHipAngles,,,MJR_V2:LHipForce,,,MJR_V2:LHipMoment,,,MJR_V2:LHipPower,,,MJR_V2:LKneeAngles,,,MJR_V2:LKneeForce,,,MJR_V2:LKneeMoment,,,MJR_V2:LKneePower,,,MJR_V2:LNormalisedGRF,,,MJR_V2:LPelvisAngles,,,MJR_V2:LTI,,,,,,,,,MJR_V2:LTO,,,,,,,,,MJR_V2:PEL,,,,,,,,,MJR_V2:RAbsAnkleAngle,,,MJR_V2:RAnkleAngles,,,MJR_V2:RAnkleForce,,,MJR_V2:RAnkleMoment,,,MJR_V2:RAnklePower,,,MJR_V2:RFE,,,,,,,,,MJR_V2:RFO,,,,,,,,,MJR_V2:RFootProgressAngles,,,MJR_V2:RGroundReactionForce,,,MJR_V2:RGroundReactionMoment,,,MJR_V2:RHipAngles,,,MJR_V2:RHipForce,,,MJR_V2:RHipMoment,,,MJR_V2:RHipPower,,,MJR_V2:RKneeAngles,,,MJR_V2:RKneeForce,,,MJR_V2:RKneeMoment,,,MJR_V2:RKneePower,,,MJR_V2:RNormalisedGRF,,,MJR_V2:RPelvisAngles,,,MJR_V2:RTI,,,,,,,,,MJR_V2:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
657,0,5.8409,0,0,11.0045,-13.7533,57.783,5.06455,0.751473,0.315597,112.664,-83.9978,36.6544,0,0,-0.0274101,6.71925,3.49157,106.811,307.251,314.6,487.249,350.31,350.31,350.31,70.1084,-62.7125,71.4162,232.802,414.669,64.4478,244.497,244.497,244.497,-86.1606,-2.71717,-3.41999,1.00875,0.0816696,5.17126,-190.755,-128.763,16.6134,18.7293,-4.62141,-10.7984,0.0510701,0.588958,-3.70028,-231.201,206.848,2.05892,0,0,-0.0704914,10.5085,-3.59548,-44.5782,0.754018,-0.43641,-4.60207,169.116,-142.045,19.1885,0,0,-0.0035559,-0.832514,-10.2829,52.7141,17.0992,-0.192302,-6.32019,5.59721,15.5999,151.073,259.78,243.765,91.0933,388.229,388.229,388.229,70.1084,-62.7125,71.4162,227.94,495.841,59.0003,81.4991,81.4992,81.4992,-13.02,14.2191,95.5583,438.756,317.534,832.577,185.434,185.434,185.434,13.5808,0,0,16.038,-5.29602,31.7946,4.49499,-0.228716,0.460356,176.539,84.4163,26.5147,0,0,-0.0110271,-0.888117,-9.76083,75.8111,577.742,356.869,482.53,351.758,351.758,351.758,57.8756,-75.4037,73.5372,642.805,403.646,65.2781,246.616,246.616,246.616,-86.5468,-8.91518,-5.71462,-0.96483,-0.101175,4.56127,-117.648,91.4335,-16.4042,21.155,-9.79084,-19.7039,-0.090485,-0.578894,-3.10024,-414.405,392.217,-48.4969,0,0,0.00872432,22.5679,-2.27609,-24.1461,1.4194,0.289118,-3.81738,506.823,9.42977,55.4796,0,0,-0.0241656,1.03134,-9.83517,46.4961,17.0992,0.192302,6.32019,-18.1928,3.92951,50.49,607.114,232.349,89.0093,395.795,395.795,395.795,57.8756,-75.4037,73.5372,650.99,485.295,60.3512,82.2054,82.2055,82.2055
658,0,5.86607,0,0,11.0554,-13.7584,57.7928,5.07143,0.749962,0.315067,111.878,-83.0197,37.515,0,0,-0.0281313,6.70457,3.49101,106.819,307.153,314.694,487.253,350.307,350.307,350.307,70.1223,-62.7034,71.3846,232.798,414.674,64.47,244.497,244.497,244.497,-86.1709,-2.74587,-3.41208,1.00995,0.0816696,5.17763,-191.95,-130.038,15.8962,18.6858,-4.58953,-10.7571,0.0511148,0.590302,-3.70528,-233.082,208.614,2.77225,0,0,-0.0703892,10.5138,-3.59757,-44.5796,0.756106,-0.437241,-4.60832,171.267,-142.731,20.2426,0,0,-0.00503461,-0.832514,-10.2951,52.7791,17.0612,-0.182874,-6.37435,5.5788,15.6138,151.081,259.759,243.761,91.0764,388.258,388.258,388.258,70.1223,-62.7034,71.3846,227.947,495.847,59.0371,81.4992,81.4992,81.4992,-12.9787,14.2023,95.614,438.584,317.755,832.552,185.434,185.434,185.434,13.6143,0,0,16.0703,-5.28808,31.7524,4.50073,-0.23254,0.46458,174.056,85.0696,25.7101,0,0,-0.0107627,-0.933808,-9.75721,75.9078,577.671,356.989,482.457,351.771,351.771,351.771,57.8721,-75.4309,73.5551,642.799,403.624,65.301,246.616,246.616,246.616,-86.5596,-8.94428,-5.71051,-0.972001,-0.105159,4.56605,-120.038,91.7523,-17.958,21.0759,-9.82984,-19.659,-0.0869345,-0.586441,-3.10325,-421.507,396.934,-50.1385,0,0,0.00566684,22.5649,-2.23051,-24.1908,1.42895,0.286312,-3.82106,513.408,9.38079,54.8024,0,0,-0.0202843,1.07196,-9.90827,46.5449,17.0612,0.182874,6.37435,-18.217,3.93618,50.5279,607.114,232.32,88.9849,395.799,395.799,395.799,57.872,-75.4309,73.5551,650.979,485.274,60.3922,82.2055,82.2055,82.2054
659,0,5.8921,0,0,11.1075,-13.7628,57.8014,5.08959,0.750805,0.315852,110.83,-84.1188,37.2079,0,0,-0.028973,6.69037,3.48957,106.825,307.056,314.794,487.257,350.3,350.3,350.3,70.1372,-62.693,71.3515,232.794,414.68,64.4928,244.497,244.497,244.497,-86.1815,-2.77645,-3.4042,1.01433,0.0812712,5.19516,-194.102,-129.56,16.3743,18.6429,-4.55786,-10.7146,0.0509782,0.593004,-3.72209,-235.943,209.198,2.37843,0,0,-0.0701503,10.5209,-3.59992,-44.5829,0.76086,-0.439167,-4.62598,173.06,-145.257,19.9466,0,0,-0.00643617,-0.828452,-10.3398,52.9578,17.0231,-0.173181,-6.42673,5.5603,15.6286,151.087,259.739,243.758,91.0589,388.287,388.287,388.287,70.1372,-62.6931,71.3515,227.954,495.855,59.0749,81.4992,81.4992,81.4991,-12.9371,14.1853,95.6679,438.413,317.973,832.523,185.434,185.434,185.434,13.6474,0,0,16.1024,-5.28051,31.7121,4.50514,-0.237459,0.467945,172.641,85.2399,25.3841,0,0,-0.0107946,-0.979488,-9.75232,76.0051,577.597,357.098,482.382,351.781,351.781,351.781,57.8686,-75.4592,73.5724,642.793,403.602,65.3245,246.616,246.616,246.616,-86.5733,-8.97371,-5.70681,-0.979969,-0.108346,4.56924,-121.472,91.4336,-18.9141,20.9963,-9.86732,-19.6118,-0.0814275,-0.59601,-3.10496,-427.692,402.512,-51.3759,0,0,0.00219373,22.5596,-2.18537,-24.2389,1.43884,0.282246,-3.82333,518.684,9.9963,54.535,0,0,-0.0154987,1.10444,-9.98949,46.5773,17.0231,0.173181,6.42673,-18.2402,3.9416,50.5636,607.112,232.289,88.9581,395.801,395.801,395.801,57.8686,-75.4592,73.5724,650.967,485.253,60.4353,82.2055,82.2054,82.2055
660,0,5.91886,0,0,11.1609,-13.7669,57.8093,5.09231,0.750088,0.318521,109.499,-83.7735,37.776,0,0,-0.0294774,6.67663,3.48736,106.828,306.962,314.898,487.259,350.289,350.289,350.289,70.1528,-62.6816,71.3171,232.79,414.686,64.516,244.497,244.497,244.497,-86.1923,-2.80864,-3.3963,1.01672,0.0776855,5.19755,-195.297,-129.878,15.7767,18.6006,-4.52659,-10.6716,0.0529568,0.594065,-3.72341,-240.334,210.518,2.7628,0,0,-0.070411,10.5294,-3.60257,-44.5878,0.765256,-0.441465,-4.62789,176.055,-147.445,20.6876,0,0,-0.00770299,-0.791902,-10.3641,52.9822,16.9848,-0.16334,-6.47725,5.5418,15.6443,151.093,259.72,243.756,91.041,388.317,388.317,388.317,70.1528,-62.6816,71.3172,227.962,495.863,59.1132,81.4992,81.4991,81.4992,-12.8956,14.1679,95.7199,438.245,318.187,832.49,185.434,185.434,185.434,13.68,0,0,16.1345,-5.2735,31.6748,4.50535,-0.234965,0.466563,170.565,84.4114,24.2267,0,0,-0.0111003,-1.02509,-9.74608,76.1016,577.519,357.197,482.306,351.789,351.789,351.789,57.8654,-75.4887,73.5892,642.786,403.579,65.3487,246.616,246.616,246.616,-86.588,-9.00354,-5.70346,-0.979571,-0.107948,4.56924,-123.624,90.7961,-20.2289,20.9161,-9.90313,-19.5639,-0.0802077,-0.59861,-3.10182,-430.051,401.919,-52.127,0,0,-0.00266937,22.5519,-2.14116,-24.2899,1.43997,0.28179,-3.82283,520.362,8.2088,53.1865,0,0,-0.00968124,1.10038,-9.98543,46.5773,16.9848,0.16334,6.47725,-18.2623,3.94561,50.5958,607.109,232.258,88.9289,395.8,395.8,395.8,57.8654,-75.4887,73.5893,650.956,485.232,60.4804,82.2055,82.2055,82.2055
661,0,5.94624,0,0,11.2154,-13.7707,57.8166,5.09525,0.748725,0.318092,110.529,-82.6723,37.4631,0,0,-0.0299075,6.66332,3.48445,106.829,306.871,315.008,487.261,350.276,350.276,350.276,70.1691,-62.6692,71.2816,232.787,414.694,64.5395,244.497,244.497,244.497,-86.2031,-2.84226,-3.38837,1.01832,0.0772871,5.19994,-194.341,-130.835,16.1353,18.5586,-4.49587,-10.6286,0.0507612,0.595739,-3.72395,-240.033,213.351,2.12587,0,0,-0.0695937,10.5393,-3.60559,-44.5941,0.767488,-0.441132,-4.6302,177.741,-146.269,20.4588,0,0,-0.00867809,-0.78784,-10.3804,53.0065,16.9462,-0.153472,-6.52588,5.52339,15.6608,151.099,259.703,243.754,91.0226,388.348,388.348,388.348,70.1691,-62.6692,71.2816,227.971,495.872,59.1521,81.4992,81.4992,81.4992,-12.8539,14.15,95.7701,438.079,318.398,832.454,185.434,185.434,185.434,13.712,0,0,16.1666,-5.26726,31.6416,4.50988,-0.234505,0.466323,170.096,85.7306,23.9676,0,0,-0.0114124,-1.07057,-9.73851,76.1958,577.438,357.285,482.228,351.795,351.795,351.795,57.8624,-75.5194,73.6058,642.779,403.556,65.3735,246.616,246.616,246.616,-86.6037,-9.03384,-5.70035,-0.981961,-0.108346,4.57322,-124.341,92.071,-20.7069,20.8352,-9.93721,-19.5168,-0.076693,-0.602771,-3.10303,-433.008,405.098,-52.5923,0,0,-0.00738154,22.5417,-2.09832,-24.3435,1.44441,0.281097,-3.8259,522.966,9.07341,53.3085,0,0,-0.00361104,1.10444,-10.0098,46.618,16.9462,0.153472,6.52588,-18.2831,3.94803,50.6238,607.104,232.227,88.8971,395.798,395.798,395.798,57.8624,-75.5194,73.6058,650.945,485.211,60.5275,82.2055,82.2055,82.2055
662,0,5.9741,0,0,11.2707,-13.7743,57.8237,5.11283,0.749787,0.315862,109.957,-83.7352,38.0434,0,0,-0.0304556,6.6504,3.48095,106.83,306.783,315.12,487.261,350.26,350.26,350.26,70.1858,-62.6561,71.2452,232.785,414.701,64.5632,244.497,244.497,244.497,-86.214,-2.87702,-3.38039,1.0231,0.0796775,5.21667,-196.253,-130.357,15.8962,18.5167,-4.46584,-10.5863,0.0456285,0.599913,-3.73852,-239.807,215.259,2.55016,0,0,-0.0688639,10.5502,-3.60904,-44.6014,0.770813,-0.439798,-4.64723,178.763,-147.209,21.0111,0,0,-0.00951401,-0.812207,-10.4291,53.1771,16.9073,-0.14368,-6.57256,5.50518,15.6779,151.104,259.686,243.753,91.0039,388.378,388.378,388.378,70.1858,-62.6561,71.2452,227.98,495.881,59.1911,81.4991,81.4992,81.4992,-12.8123,14.1314,95.8184,437.915,318.606,832.416,185.434,185.434,185.434,13.7436,0,0,16.199,-5.26188,31.6129,4.5175,-0.231748,0.462907,166.674,84.9862,24.9694,0,0,-0.0115283,-1.11577,-9.72962,76.2864,577.355,357.362,482.149,351.801,351.801,351.801,57.8595,-75.5512,73.622,642.772,403.533,65.3989,246.616,246.616,246.616,-86.6203,-9.06466,-5.69746,-0.98236,-0.105557,4.58039,-128.883,91.9117,-20.2289,20.7536,-9.96944,-19.4716,-0.0748406,-0.606243,-3.107,-436.946,405.124,-51.3327,0,0,-0.0140204,22.5288,-2.05735,-24.399,1.44671,0.280792,-3.83262,525.724,6.23423,53.9944,0,0,0.00350851,1.07602,-10.0139,46.6911,16.9073,0.14368,6.57256,-18.3027,3.94881,50.6469,607.098,232.196,88.8629,395.794,395.794,395.794,57.8595,-75.5512,73.6219,650.933,485.19,60.5766,82.2055,82.2055,82.2055
663,0,6.00227,0,0,11.3266,-13.778,57.8308,5.11718,0.744931,0.31534,107.116,-84.0881,38.3688,0,0,-0.0304398,6.63782,3.47696,106.83,306.698,315.236,487.261,350.242,350.242,350.242,70.2029,-62.6422,71.208,232.784,414.71,64.5869,244.497,244.497,244.497,-86.2248,-2.91267,-3.37234,1.0215,0.0792791,5.22066,-199.361,-130.516,15.5377,18.475,-4.4366,-10.5451,0.0416502,0.59821,-3.74032,-242.095,213.372,3.15901,0,0,-0.0682862,10.5619,-3.61295,-44.6092,0.77012,-0.441269,-4.65063,179.976,-150.869,21.5469,0,0,-0.0102898,-0.808146,-10.4129,53.2177,16.868,-0.134051,-6.61728,5.48729,15.6957,151.109,259.669,243.752,90.9851,388.409,388.409,388.409,70.2028,-62.6422,71.208,227.99,495.891,59.2302,81.4992,81.4992,81.4992,-12.7707,14.1121,95.8649,437.755,318.811,832.377,185.434,185.434,185.434,13.7746,0,0,16.2317,-5.25751,31.5896,4.5192,-0.227529,0.459566,165.167,83.3821,23.6053,0,0,-0.0122843,-1.16056,-9.71949,76.372,577.27,357.429,482.07,351.806,351.806,351.806,57.8571,-75.5842,73.638,642.764,403.51,65.4249,246.616,246.616,246.616,-86.6379,-9.09607,-5.69458,-0.980368,-0.103565,4.58199,-130.795,90.6368,-21.5436,20.6714,-9.99983,-19.4298,-0.0708208,-0.606896,-3.10501,-438.818,402.601,-51.8913,0,0,-0.0205436,22.5136,-2.01869,-24.4557,1.44691,0.282173,-3.83324,525.683,3.77569,52.2904,0,0,0.0100513,1.05571,-9.99355,46.7073,16.868,0.134051,6.61728,-18.3212,3.94791,50.6645,607.092,232.164,88.8263,395.788,395.788,395.788,57.8571,-75.5842,73.638,650.921,485.169,60.6277,82.2055,82.2055,82.2055
664,0,6.03058,0,0,11.3828,-13.7817,57.838,5.11826,0.743212,0.318703,105.954,-82.0764,38.2389,0,0,-0.0299837,6.62552,3.47259,106.829,306.615,315.354,487.26,350.223,350.223,350.223,70.22,-62.628,71.1704,232.783,414.719,64.6106,244.497,244.497,244.497,-86.2356,-2.94891,-3.3642,1.0231,0.0748967,5.22145,-200.078,-132.428,15.6572,18.4331,-4.40832,-10.5054,0.0424782,0.599158,-3.73888,-246.814,215.998,2.71063,0,0,-0.0683275,10.5741,-3.61737,-44.6175,0.774401,-0.443937,-4.65044,184.344,-152.375,21.7553,0,0,-0.0108529,-0.763473,-10.4291,53.2258,16.8284,-0.124699,-6.66003,5.46981,15.7139,151.114,259.654,243.752,90.9663,388.439,388.439,388.439,70.22,-62.628,71.1704,228,495.902,59.269,81.4991,81.4992,81.4992,-12.7293,14.092,95.9094,437.598,319.012,832.337,185.434,185.434,185.434,13.8053,0,0,16.265,-5.25421,31.572,4.53317,-0.223772,0.455021,165.164,84.143,23.5591,0,0,-0.0129641,-1.20468,-9.7083,76.4514,577.184,357.487,481.989,351.812,351.812,351.812,57.8548,-75.6182,73.6542,642.756,403.489,65.4514,246.616,246.616,246.616,-86.6564,-9.12814,-5.69168,-0.980766,-0.0995811,4.59553,-132.229,91.7523,-21.6631,20.5887,-10.0283,-19.3927,-0.0691807,-0.608535,-3.11482,-439.594,403.49,-51.6205,0,0,-0.0262757,22.4962,-1.98288,-24.5127,1.44914,0.283777,-3.8459,526.325,3.72639,52.5145,0,0,0.0164399,1.0151,-9.99761,46.8454,16.8284,0.124699,6.66003,-18.3385,3.94535,50.6764,607.085,232.133,88.7873,395.782,395.782,395.782,57.8548,-75.6182,73.6541,650.909,485.15,60.6806,82.2055,82.2055,82.2055
665,0,6.05883,0,0,11.4391,-13.7856,57.8455,5.12712,0.746861,0.318165,104.106,-82.7115,37.6306,0,0,-0.0297485,6.61349,3.46794,106.829,306.536,315.474,487.257,350.203,350.203,350.203,70.237,-62.6134,71.1326,232.783,414.728,64.6341,244.497,244.497,244.497,-86.2462,-2.98543,-3.35594,1.03027,0.0752951,5.22942,-202.468,-131.631,16.7329,18.3911,-4.38111,-10.4676,0.0396903,0.606021,-3.74538,-249.588,220.02,1.70724,0,0,-0.0679082,10.5867,-3.62228,-44.6259,0.78095,-0.44151,-4.65895,187.851,-153.791,21.258,0,0,-0.0112212,-0.767534,-10.5022,53.3071,16.7883,-0.115708,-6.7008,5.45288,15.7324,151.12,259.638,243.753,90.9479,388.468,388.468,388.468,70.237,-62.6134,71.1326,228.012,495.913,59.3075,81.4992,81.4992,81.4992,-12.6881,14.071,95.9521,437.444,319.21,832.296,185.434,185.434,185.434,13.8356,0,0,16.2988,-5.25199,31.5601,4.54387,-0.221577,0.455953,161.549,84.9425,23.7384,0,0,-0.0132013,-1.24788,-9.69613,76.5235,577.097,357.537,481.909,351.818,351.818,351.818,57.8529,-75.6534,73.6704,642.748,403.468,65.4785,246.616,246.616,246.616,-86.6758,-9.1609,-5.68868,-0.982758,-0.101175,4.60589,-136.532,93.0272,-22.1412,20.5058,-10.0548,-19.3613,-0.0601292,-0.610803,-3.12241,-448.53,404.409,-51.4637,0,0,-0.0343943,22.4768,-1.95034,-24.5692,1.45646,0.286797,-3.85385,531.991,1.20732,52.7576,0,0,0.022957,1.03134,-10.0179,46.951,16.7883,0.115708,6.7008,-18.3549,3.94122,50.6826,607.078,232.103,88.7461,395.775,395.775,395.775,57.8529,-75.6533,73.6704,650.897,485.131,60.7352,82.2055,82.2055,82.2055
666,0,6.08687,0,0,11.4951,-13.7898,57.8536,5.14197,0.741496,0.31633,101.822,-83.3266,37.8056,0,0,-0.0293519,6.60171,3.46315,106.829,306.46,315.594,487.254,350.183,350.183,350.183,70.2538,-62.5987,71.0947,232.783,414.738,64.6573,244.497,244.497,244.497,-86.2565,-3.02196,-3.34757,1.02867,0.0768887,5.24376,-205.815,-132.109,16.6134,18.3488,-4.35511,-10.4319,0.0331979,0.604864,-3.75705,-250.273,217.566,2.23963,0,0,-0.0667499,10.5993,-3.6277,-44.6342,0.779235,-0.44341,-4.67276,188.105,-157.321,21.5664,0,0,-0.0114168,-0.783779,-10.486,53.4533,16.748,-0.107177,-6.7396,5.43657,15.7511,151.126,259.623,243.754,90.9298,388.497,388.497,388.497,70.2538,-62.5987,71.0947,228.024,495.924,59.3453,81.4991,81.4992,81.4992,-12.6472,14.049,95.9929,437.295,319.405,832.256,185.434,185.434,185.434,13.8657,0,0,16.3335,-5.25086,31.5541,4.55514,-0.21579,0.450463,160.888,85.6678,23.4002,0,0,-0.0138631,-1.2899,-9.68316,76.5873,577.01,357.581,481.829,351.826,351.826,351.826,57.8512,-75.6894,73.6868,642.74,403.447,65.506,246.616,246.616,246.616,-86.6959,-9.1944,-5.68547,-0.980766,-0.0967923,4.61705,-138.444,94.3021,-22.4998,20.4228,-10.0792,-19.3366,-0.0582304,-0.609805,-3.12973,-449.401,403.512,-51.1804,0,0,-0.0404371,22.456,-1.9215,-24.6241,1.45649,0.289816,-3.86393,532.195,0.366699,52.6552,0,0,0.0285525,0.98667,-9.99761,47.0647,16.748,0.107177,6.7396,-18.3704,3.93561,50.6829,607.072,232.073,88.7028,395.768,395.768,395.768,57.8512,-75.6894,73.6869,650.884,485.113,60.7913,82.2055,82.2054,82.2054
667,0,6.11449,0,0,11.5506,-13.7943,57.8623,5.14838,0.740242,0.312548,103.386,-83.294,37.0293,0,0,-0.0290594,6.59009,3.45833,106.83,306.388,315.713,487.25,350.162,350.162,350.162,70.2701,-62.5841,71.0572,232.785,414.748,64.68,244.497,244.497,244.497,-86.2665,-3.0582,-3.33909,1.03067,0.0800759,5.24934,-204.859,-132.109,17.5695,18.3062,-4.33037,-10.3987,0.0267765,0.608393,-3.76079,-246.849,220.272,1.21436,0,0,-0.0648235,10.6118,-3.6336,-44.6422,0.7802,-0.440639,-4.67886,188.064,-155.3,20.73,0,0,-0.0111687,-0.816268,-10.5063,53.5101,16.7073,-0.0991457,-6.77643,5.42098,15.7699,151.132,259.608,243.755,90.9123,388.525,388.524,388.525,70.2701,-62.5841,71.0572,228.038,495.936,59.3821,81.4991,81.4992,81.4992,-12.6067,14.026,96.0319,437.149,319.596,832.216,185.434,185.434,185.434,13.8957,0,0,16.3689,-5.25077,31.5536,4.56917,-0.211014,0.442009,159.772,85.1509,22.6278,0,0,-0.0145343,-1.33049,-9.66959,76.6422,576.924,357.62,481.749,351.836,351.836,351.836,57.8498,-75.7264,73.7038,642.732,403.428,65.5339,246.616,246.616,246.616,-86.7166,-9.22863,-5.68198,-0.979969,-0.0892227,4.63059,-141.313,94.3021,-23.4559,20.3401,-10.1017,-19.3192,-0.0596294,-0.61036,-3.13946,-448.594,402.309,-51.3646,0,0,-0.0456912,22.4341,-1.89668,-24.6765,1.45511,0.290828,-3.87737,531.631,-0.760483,51.8091,0,0,0.0333618,0.909508,-9.98949,47.2028,16.7073,0.0991457,6.77643,-18.3852,3.92868,50.6779,607.067,232.043,88.6578,395.762,395.762,395.762,57.8498,-75.7264,73.7038,650.871,485.095,60.8488,82.2055,82.2055,82.2055
668,0,6.14159,0,0,11.6054,-13.7992,57.8718,5.15306,0.74134,0.313193,102.825,-83.5844,36.8451,0,0,-0.0284779,6.57868,3.45353,106.832,306.318,315.832,487.245,350.142,350.142,350.142,70.2859,-62.5696,71.0201,232.786,414.758,64.7022,244.497,244.497,244.497,-86.2762,-3.09391,-3.33048,1.03505,0.0788807,5.25333,-205.576,-131.631,17.9281,18.2634,-4.30697,-10.368,0.0249536,0.61317,-3.76327,-248.844,223.097,0.708634,0,0,-0.0639796,10.624,-3.63993,-44.6499,0.785089,-0.440018,-4.68286,190.418,-156.164,20.5927,0,0,-0.0109301,-0.804085,-10.5509,53.5507,16.6665,-0.091673,-6.81134,5.40616,15.7886,151.138,259.594,243.757,90.8954,388.551,388.551,388.551,70.2859,-62.5696,71.0201,228.052,495.948,59.418,81.4992,81.4992,81.4992,-12.5667,14.0022,96.0691,437.008,319.783,832.178,185.434,185.434,185.434,13.9255,0,0,16.4053,-5.25164,31.5582,4.57369,-0.212784,0.435422,158.197,86.6678,22.984,0,0,-0.0149398,-1.36941,-9.65559,76.6877,576.838,357.655,481.671,351.848,351.848,351.848,57.8486,-75.7643,73.7211,642.724,403.409,65.5621,246.616,246.616,246.616,-86.7379,-9.26357,-5.6782,-0.984352,-0.0836451,4.63378,-143.703,95.7364,-23.8145,20.258,-10.1222,-19.3097,-0.0568995,-0.616665,-3.13963,-450.249,407.455,-51.7159,0,0,-0.0500539,22.4115,-1.8761,-24.7255,1.45648,0.286566,-3.8806,533.587,1.44881,52.5194,0,0,0.037528,0.852651,-10.0342,47.2353,16.6665,0.091673,6.81134,-18.3995,3.92061,50.6678,607.062,232.013,88.6111,395.757,395.757,395.757,57.8486,-75.7642,73.7211,650.858,485.079,60.9074,82.2055,82.2054,82.2055
669,0,6.16795,0,0,11.6591,-13.8044,57.8819,5.16133,0.736542,0.314539,100.014,-83.4818,36.9062,0,0,-0.0274797,6.56738,3.4489,106.835,306.252,315.948,487.24,350.123,350.122,350.122,70.301,-62.5554,70.9837,232.789,414.769,64.7236,244.497,244.497,244.497,-86.2854,-3.12884,-3.32183,1.03385,0.0768887,5.26129,-208.683,-132.428,17.8086,18.2203,-4.28503,-10.3399,0.0231797,0.612693,-3.76921,-252.857,221.296,1.00138,0,0,-0.0632731,10.6357,-3.64662,-44.6571,0.785566,-0.443736,-4.68999,192.339,-160.442,20.8905,0,0,-0.01071,-0.783779,-10.5388,53.632,16.6255,-0.0848376,-6.84432,5.39213,15.8071,151.146,259.579,243.759,90.8793,388.575,388.575,388.575,70.301,-62.5554,70.9837,228.066,495.96,59.4524,81.4991,81.4992,81.4992,-12.5273,13.9775,96.1045,436.872,319.966,832.142,185.434,185.434,185.434,13.9554,0,0,16.4424,-5.2534,31.5676,4.58693,-0.205044,0.431704,156.429,86.4852,22.7754,0,0,-0.0153679,-1.40644,-9.64136,76.7235,576.753,357.687,481.594,351.861,351.861,351.861,57.8477,-75.8027,73.7389,642.717,403.392,65.5906,246.616,246.616,246.616,-86.7597,-9.29917,-5.67407,-0.981164,-0.0812547,4.64732,-146.811,96.3738,-24.0535,20.177,-10.1408,-19.3083,-0.0555904,-0.612989,-3.14933,-453.001,403.682,-50.916,0,0,-0.0560964,22.3886,-1.85994,-24.7704,1.45657,0.292521,-3.8922,534.52,-1.95527,52.2637,0,0,0.0413457,0.828284,-10.0017,47.3733,16.6255,0.0848376,6.84432,-18.4134,3.91157,50.6532,607.059,231.984,88.5631,395.754,395.754,395.754,57.8477,-75.8027,73.7389,650.844,485.064,60.9668,82.2055,82.2054,82.2055
