Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,
,,Id_5:LPelvisAngles_M,,,Id_5:LHipAngles_M,,,Id_5:LKneeAngles_M,,,Id_5:LAnkleAngles_M,,,Id_5:RPelvisAngles_M,,,Id_5:RHipAngles_M,,,Id_5:RKneeAngles_M,,,Id_5:RAnkleAngles_M,,
1184,0,8.00869,-2.07181,7.83354,8.53342,-5.8101,-23.4834,87.3,-12.3383,-9.69567,-6.62354,-2.53215,10.8877,8.00869,2.07181,-7.83354,33.1479,6.76788,-4.36708,34.9513,-2.01314,-1.91347,8.95607,-2.85913,9.94456
1185,0,8.48551,-2.33281,8.03821,10.7596,-6.45393,-23.1083,89.4278,-12.0279,-10.4522,-5.88466,-2.66847,11.527,8.48551,2.33281,-8.03821,33.4812,7.19041,-4.46024,36.4981,-2.16874,-0.198533,9.94661,-2.32827,8.03922
1186,0,8.96806,-2.62699,8.25382,13.0473,-7.13386,-22.6981,91.4062,-11.726,-11.1939,-5.15604,-2.82693,12.2664,8.96806,2.62699,-8.25382,33.6823,7.64626,-4.67813,37.8258,-2.4018,1.22547,10.9674,-1.91294,6.53523
1187,0,9.44442,-2.93991,8.4737,15.3795,-7.82803,-22.2489,93.225,-11.436,-11.8999,-4.43262,-3.00005,13.0693,9.44442,2.93991,-8.4737,33.7269,8.10709,-5.01873,38.9116,-2.70773,2.33554,11.9965,-1.6188,5.46427
1188,0,9.90287,-3.25579,8.68952,17.7383,-8.51218,-21.7591,94.8731,-11.1603,-12.5502,-3.7101,-3.18012,13.8989,9.90287,3.25579,-8.68952,33.5971,8.54265,-5.47469,39.7427,-3.07754,3.13705,13.0176,-1.44451,4.82775
1189,0,10.3318,-3.55973,8.89064,20.1047,-9.16092,-21.2301,96.3388,-10.9027,-13.1362,-2.98599,-3.36159,14.7288,10.3318,3.55973,-8.89064,33.2813,8.92374,-6.0353,40.3156,-3.49857,3.65128,14.0179,-1.38431,4.60761
1190,0,10.721,-3.83713,9.06592,22.4599,-9.74878,-20.6643,97.6119,-10.6631,-13.6483,-2.25712,-3.53771,15.5281,10.721,3.83713,-9.06592,32.7747,9.22387,-6.68548,40.6349,-3.95477,3.91535,14.988,-1.4275,4.76556
1191,0,11.0622,-4.0764,9.20405,24.7859,-10.2532,-20.0685,98.6823,-10.4437,-14.0831,-1.52288,-3.70345,16.2745,11.0622,4.0764,-9.20405,32.0784,9.42291,-7.40657,40.7105,-4.42676,3.97129,15.9215,-1.56047,5.2514
1192,0,11.3476,-4.26909,9.29419,27.0638,-10.6546,-19.4501,99.5408,-10.2443,-14.4399,-0.782653,-3.85346,16.9452,11.3476,4.26909,-9.29419,31.1968,9.50761,-8.17518,40.5575,-4.89136,3.86856,16.8126,-1.76542,5.99864
1193,0,11.5731,-4.40929,9.32729,29.2779,-10.9383,-18.8193,100.181,-10.0663,-14.7281,-0.0381518,-3.98544,17.5312,11.5731,4.40929,-9.32729,30.1385,9.47235,-8.96485,40.193,-5.324,3.65444,17.6546,-2.02315,6.93531
1194,0,11.7364,-4.49539,9.29652,31.4134,-11.0959,-18.1889,100.598,-9.912,-14.9531,0.707847,-4.09578,18.0182,11.7364,4.49539,-9.29652,28.9159,9.31996,-9.74901,39.6379,-5.70081,3.37639,18.44,-2.3126,7.98264
1195,0,11.8394,-4.52875,9.19736,33.4598,-11.1245,-17.569,100.79,-9.7821,-15.1306,1.45162,-4.1843,18.407,11.8394,4.52875,-9.19736,27.5452,9.06018,-10.4963,38.9141,-5.99694,3.06507,19.1569,-2.61461,9.06951
1196,0,11.8862,-4.51223,9.02818,35.4085,-11.0259,-16.9741,100.757,-9.68179,-15.2708,2.18816,-4.24987,18.6937,11.8862,4.51223,-9.02818,26.0448,8.70692,-11.1826,38.0449,-6.19529,2.74698,19.7917,-2.91144,10.1311
1197,0,11.8841,-4.45125,8.78909,37.2546,-10.8058,-16.4147,100.501,-9.61349,-15.3858,2.91178,-4.29212,18.878,11.8841,4.45125,-8.78909,24.4355,8.27803,-11.7826,37.0529,-6.28093,2.43031,20.3272,-3.18902,11.1174
1198,0,11.8409,-4.35083,8.48246,38.9938,-10.472,-15.9009,100.024,-9.58133,-15.4893,3.6166,-4.31278,18.9679,11.8409,4.35083,-8.48246,22.7373,7.79141,-12.28,35.9589,-6.2487,2.11173,20.7456,-3.43853,11.998
1199,0,11.7666,-4.21674,8.11176,40.6243,-10.034,-15.443,99.3298,-9.59007,-15.5857,4.29928,-4.31156,18.9626,11.7666,4.21674,-8.11176,20.9706,7.26527,-12.6637,34.7809,-6.09929,1.7728,21.0297,-3.65668,12.7631
1200,0,11.6702,-4.05383,7.68042,42.1435,-9.50075,-15.0478,98.4215,-9.64368,-15.6785,4.95634,-4.28939,18.8661,11.6702,4.05383,-7.68042,19.1527,6.71538,-12.9321,33.5323,-5.84094,1.38807,21.1632,-3.84538,13.421
1201,0,11.5607,-3.86614,7.19311,43.5485,-8.88197,-14.7197,97.3011,-9.74295,-15.7669,5.58401,-4.24755,18.6836,11.5607,3.86614,-7.19311,17.2987,6.15558,-13.0891,32.2229,-5.48675,0.925881,21.1337,-4.01099,13.9955
1202,0,11.445,-3.65686,6.65348,44.8355,-8.18606,-14.466,95.9712,-9.8934,-15.8448,6.18058,-4.18678,18.4178,11.445,3.65686,-6.65348,15.4205,5.59692,-13.1457,30.8591,-5.0536,0.351223,20.9291,-4.16366,14.5223
1203,0,11.3296,-3.42905,6.06539,46.0002,-7.4214,-14.2815,94.4317,-10.0886,-15.9006,6.74259,-4.10795,18.0718,11.3296,3.42905,-6.06539,13.5277,5.04873,-13.1202,29.4446,-4.56128,-0.370078,20.5405,-4.31649,15.0471
1204,0,11.2179,-3.18472,5.43149,47.0369,-6.59473,-14.1675,92.6834,-10.3293,-15.9281,7.26908,-4.01385,17.6569,11.2179,3.18472,-5.43149,11.6269,4.51757,-13.0339,27.9823,-4.02955,-1.26855,19.9609,-4.48332,15.617
1205,0,11.1132,-2.92584,4.75504,47.9394,-5.71313,-14.1124,90.7243,-10.6032,-15.9148,7.75843,-3.90645,17.1809,11.1132,2.92584,-4.75504,9.72326,4.00893,-12.9131,26.4742,-3.47879,-2.36934,19.1833,-4.67912,16.2816
1206,0,11.0158,-2.65395,4.03923,48.702,-4.78313,-14.115,88.5551,-10.9085,-15.8574,8.21071,-3.79068,16.6651,11.0158,2.65395,-4.03923,7.82038,3.52672,-12.7851,24.9246,-2.92787,-3.68524,18.2006,-4.91672,17.0819
1207,0,10.9252,-2.37095,3.2869,49.3175,-3.81127,-14.1573,86.1745,-11.2271,-15.7486,8.62567,-3.67028,16.1256,10.9252,2.37095,-3.2869,5.92083,3.07439,-12.6809,23.3388,-2.39454,-5.21532,17.0027,-5.20693,18.0497
1208,0,10.8406,-2.07838,2.50263,49.7816,-2.80578,-14.2379,83.5844,-11.5557,-15.5928,9.00502,-3.5523,15.594,10.8406,2.07838,-2.50263,4.02856,2.65485,-12.6287,21.7251,-1.89407,-6.95263,15.578,-5.55968,19.2113
1209,0,10.7597,-1.77816,1.69089,50.0882,-1.77404,-14.3319,80.7866,-11.8679,-15.3839,9.35033,-3.44026,15.0866,10.7597,1.77816,-1.69089,2.14749,2.27068,-12.6564,20.0957,-1.43904,-8.86951,13.9117,-5.97939,20.5714
1210,0,10.6808,-1.47211,0.857744,50.2371,-0.72626,-14.4404,77.7881,-12.1617,-15.1371,9.6628,-3.34347,14.6462,10.6808,1.47211,-0.857744,0.283772,1.9239,-12.7857,18.4657,-1.038,-10.9277,11.985,-6.46612,22.1175
1211,0,10.6026,-1.16247,0.00921906,50.2289,0.32808,-14.5458,74.5978,-12.417,-14.8554,9.9443,-3.26673,14.2957,10.6026,1.16247,-0.00921906,-1.5529,1.61594,-13.0375,16.8551,-0.697055,-13.0809,9.77537,-7.01672,23.8248
1212,0,10.5235,-0.85031,-0.847109,50.067,1.37832,-14.6472,71.2291,-12.627,-14.5492,10.1967,-3.21671,14.0667,10.5235,0.85031,0.847109,-3.35123,1.34602,-13.4221,15.2871,-0.417675,-15.2764,7.25973,-7.62151,25.6474
1213,0,10.4438,-0.538127,-1.70301,49.7575,2.41292,-14.7266,67.6972,-12.7691,-14.2257,10.4196,-3.19743,13.9783,10.4438,0.538127,1.70301,-5.09581,1.11305,-13.946,13.7884,-0.198907,-17.4542,4.41608,-8.26414,27.5223
1214,0,10.3641,-0.228123,-2.54987,49.3114,3.41947,-14.7857,64.025,-12.8383,-13.9016,10.6159,-3.21504,14.0591,10.3641,0.228123,2.54987,-6.76849,0.913975,-14.6094,12.3892,-0.0380384,-19.5576,1.22934,-8.92302,29.3774
1215,0,10.285,0.0779405,-3.37931,48.7411,4.38743,-14.8244,60.238,-12.8284,-13.5875,10.7893,-3.27326,14.3256,10.285,-0.0779405,3.37931,-8.35017,0.743646,-15.4045,11.1208,0.0693467,-21.5275,-2.30042,-9.56754,31.1259
1216,0,10.2089,0.376548,-4.18265,48.0629,5.30494,-14.84,56.3671,-12.7308,-13.2931,10.9412,-3.37378,14.7843,10.2089,-0.376548,4.18265,-9.81914,0.597086,-16.3181,10.0162,0.126659,-23.3119,-6.14937,-10.1633,32.684
1217,0,10.1348,0.66508,-4.95167,47.2912,6.16186,-14.8376,52.4452,-12.545,-13.0344,11.078,-3.51986,15.4474,10.1348,-0.66508,4.95167,-11.1576,0.46759,-17.3294,9.10771,0.136128,-24.8642,-10.2559,-10.6737,33.9752
1218,0,10.066,0.939911,-5.67911,46.4463,6.9493,-14.819,48.508,-12.2699,-12.821,11.2029,-3.71197,16.3128,10.066,-0.939911,5.67911,-12.3445,0.348923,-18.413,8.42664,0.0967931,-26.1458,-14.5216,-11.0668,34.9421
1219,0,9.99989,1.19723,-6.35877,45.5437,7.66028,-14.7928,44.5937,-11.9125,-12.6644,11.3204,-3.95085,17.378,9.99989,-1.19723,6.35877,-13.3674,0.235884,-19.5383,8.00011,0.00479756,-27.1266,-18.8095,-11.3214,35.5557
1220,0,9.93845,1.43268,-6.98483,44.6026,8.28994,-14.7601,40.7392,-11.4771,-12.5726,11.4357,-4.23521,18.6297,9.93845,-1.43268,6.98483,-14.212,0.124162,-20.6704,7.85118,-0.146956,-27.7899,-22.9642,-11.433,35.8216
1221,0,9.8774,1.64268,-7.55363,43.6366,8.83691,-14.7229,36.9811,-10.974,-12.5516,11.5511,-4.56253,20.0474,9.8774,-1.64268,7.55363,-14.8735,0.0111667,-21.7746,7.99762,-0.36766,-28.1257,-26.8283,-11.4124,35.7728
1222,0,9.81166,1.82399,-8.06166,42.6569,9.30195,-14.6831,33.3546,-10.4176,-12.6047,11.6708,-4.92932,21.6055,9.81166,-1.82399,8.06166,-15.3524,-0.104339,-22.8152,8.44991,-0.666433,-28.1369,-30.2699,-11.2833,35.4646
1223,0,9.73917,1.97342,-8.50706,41.6769,9.68807,-14.6393,29.8925,-9.82395,-12.7305,11.7962,-5.33013,23.2695,9.73917,-1.97342,8.50706,-15.6504,-0.221858,-23.7613,9.21292,-1.05088,-27.8324,-33.1875,-11.0744,34.9605
1224,0,9.64966,2.0891,-8.88927,40.6987,10.0006,-14.5744,26.6236,-9.20654,-12.9289,11.9255,-5.75642,24.9938,9.64966,-2.0891,8.88927,-15.7808,-0.339102,-24.5844,10.286,-1.52465,-27.2328,-35.5193,-10.8139,34.3228
1225,0,9.54575,2.16859,-9.20816,39.7376,10.2454,-14.4877,23.5748,-8.58922,-13.1889,12.0581,-6.19957,26.7351,9.54575,-2.16859,9.20816,-15.7483,-0.453888,-25.2636,11.6627,-2.08577,-26.3584,-37.2345,-10.5234,33.5992
1226,0,9.4149,2.21208,-9.46458,38.7903,10.4281,-14.363,20.7689,-7.99018,-13.5036,12.1898,-6.64852,28.4451,9.4149,-2.21208,9.46458,-15.5761,-0.562878,-25.7831,13.3331,-2.72572,-25.2351,-38.3288,-10.2162,32.8199
1227,0,9.25536,2.22141,-9.66068,37.8623,10.5565,-14.1855,18.2221,-7.42652,-13.8601,12.3109,-7.08937,30.0707,9.25536,-2.22141,9.66068,-15.2795,-0.665368,-26.135,15.2835,-3.42919,-23.8866,-38.8157,-9.89608,31.9921
1228,0,9.06514,2.19346,-9.79784,36.9589,10.6324,-13.9517,15.9539,-6.92039,-14.2326,12.4161,-7.50721,31.5625,9.06514,-2.19346,9.79784,-14.8743,-0.756199,-26.3162,17.4977,-4.17551,-22.3383,-38.727,-9.55955,31.1046
1229,0,8.841,2.13563,-9.87917,36.0794,10.6653,-13.6502,13.9722,-6.48386,-14.6043,12.4911,-7.88617,32.8743,8.841,-2.13563,9.87917,-14.3808,-0.839751,-26.3351,19.9557,-4.94036,-20.6165,-38.1156,-9.19743,30.1298
1230,0,8.58171,2.04554,-9.90759,35.2252,10.6553,-13.2746,12.2863,-6.12836,-14.9525,12.5209,-8.21026,33.9654,8.58171,-2.04554,9.90759,-13.8156,-0.912046,-26.202,22.635,-5.69769,-18.7511,-37.0523,-8.79835,29.0316
1231,0,8.29161,1.9277,-9.88616,34.4007,10.6078,-12.8289,10.9006,-5.8606,-15.2538,12.4909,-8.46546,34.8048,8.29161,-1.9277,9.88616,-13.1899,-0.977053,-25.9353,25.509,-6.42324,-16.7796,-35.6315,-8.35305,27.7766
1232,0,7.97038,1.78698,-9.81858,33.6042,10.526,-12.3206,9.81296,-5.68056,-15.4971,12.3815,-8.64458,35.3836,7.97038,-1.78698,9.81858,-12.5192,-1.03825,-25.5567,28.5477,-7.09585,-14.7486,-33.9575,-7.85796,26.3447
1233,0,7.62382,1.62322,-9.70768,32.8395,10.4093,-11.7641,9.02348,-5.58523,-15.6605,12.1794,-8.74054,35.6902,7.62382,-1.62322,9.70768,-11.8106,-1.09566,-25.0872,31.7174,-7.699,-12.7112,-32.1422,-7.31603,24.7338
1234,0,7.2599,1.4453,-9.55906,32.1102,10.2638,-11.1817,8.5209,-5.56384,-15.7456,11.8704,-8.75864,35.7477,7.2599,-1.4453,9.55906,-11.0686,-1.15787,-24.5512,34.9842,-8.2211,-10.7297,-30.2867,-6.73872,22.9684
1235,0,6.88244,1.25297,-9.37525,31.4165,10.0867,-10.5969,8.2978,-5.60477,-15.7418,11.4486,-8.70278,35.5698,6.88244,-1.25297,9.37525,-10.2994,-1.22421,-23.964,38.3129,-8.65378,-8.86103,-28.4729,-6.14097,21.0884
1236,0,6.50396,1.0544,-9.16284,30.7658,9.88404,-10.0368,8.34218,-5.69309,-15.6511,10.9133,-8.58386,35.1883,6.50396,-1.0544,9.16284,-9.50027,-1.30305,-23.3459,41.6712,-8.99401,-7.15919,-26.7586,-5.54128,19.1511
1237,0,6.12939,0.852434,-8.92613,30.1593,9.65638,-9.52857,8.63661,-5.81421,-15.4764,10.2685,-8.4148,34.6395,6.12939,-0.852434,8.92613,-8.67306,-1.39699,-22.7106,45.0297,-9.24195,-5.66195,-25.1752,-4.95627,17.2144
1238,0,5.7747,0.652972,-8.67227,29.6089,9.40953,-9.09448,9.16801,-5.9543,-15.217,9.53052,-8.20546,33.9495,5.7747,-0.652972,8.67227,-7.80844,-1.51295,-22.0718,48.3631,-9.40018,-4.39133,-23.733,-4.3994,15.3308
1239,0,5.44375,0.462252,-8.40748,29.1156,9.14884,-8.752,9.9208,-6.10279,-14.8735,8.72401,-7.96559,33.1443,5.44375,-0.462252,8.40748,-6.90681,-1.65682,-21.4393,51.6521,-9.47371,-3.35501,-22.4253,-3.88085,13.5443
1240,0,5.15221,0.285316,-8.13905,28.6928,8.88214,-8.50998,10.8805,-6.2521,-14.4397,7.88648,-7.70054,32.2366,5.15221,-0.285316,8.13905,-5.955,-1.83508,-20.8244,54.8809,-9.47144,-2.54595,-21.2358,-3.40729,11.888
1241,0,4.90342,0.129328,-7.87473,28.3428,8.61881,-8.36843,12.0326,-6.39713,-13.9146,7.0641,-7.41521,31.2381,4.90342,-0.129328,7.87473,-4.95056,-2.05451,-20.2355,58.0389,-9.40276,-1.94865,-20.1426,-2.98258,10.3845
1242,0,4.70827,-8.59E-05,-7.62186,28.075,8.36925,-8.31637,13.3652,-6.53521,-13.2858,6.31272,-7.10772,30.1372,4.70827,8.59E-05,7.62186,-3.88182,-2.32124,-19.6788,61.1177,-9.27803,-1.53906,-19.124,-2.60786,9.04531
1243,0,4.56944,-0.0961073,-7.38835,27.8917,8.14601,-8.33698,14.867,-6.66634,-12.5477,5.69034,-6.77805,28.9282,4.56944,0.0961073,7.38835,-2.74342,-2.64137,-19.1614,64.1122,-9.10969,-1.29439,-18.1609,-2.28401,7.87943
1244,0,4.49094,-0.152518,-7.181,27.7954,7.96275,-8.40833,16.5254,-6.7927,-11.6899,5.25029,-6.42349,27.5948,4.49094,0.152518,7.181,-1.52765,-3.02038,-18.6858,67.0196,-8.90848,-1.18785,-17.2358,-2.00984,6.88705
1245,0,4.47419,-0.163479,-7.00534,27.7857,7.83229,-8.51002,18.3249,-6.91566,-10.7171,5.03084,-6.04535,26.1351,4.47419,0.163479,7.00534,-0.227894,-3.4631,-18.2539,69.8372,-8.68634,-1.19295,-16.3375,-1.78367,6.0651
1246,0,4.51818,-0.12303,-6.86674,27.8571,7.76884,-8.62361,20.2457,-7.03901,-9.63809,5.05374,-5.64622,24.5526,4.51818,0.12303,6.86674,1.16074,-3.97435,-17.8654,72.5646,-8.45358,-1.28391,-15.4582,-1.60292,5.40632
1247,0,4.61933,-0.0262863,-6.76795,27.9999,7.78258,-8.74213,22.2602,-7.16606,-8.47767,5.31924,-5.23442,22.8759,4.61933,0.0262863,6.76795,2.64072,-4.55794,-17.5145,75.2006,-8.21762,-1.43739,-14.5929,-1.46476,4.90177
1248,0,4.77423,0.130612,-6.71055,28.2015,7.88113,-8.86585,24.3349,-7.30042,-7.27636,5.8113,-4.82252,21.1552,4.77423,-0.130612,6.71055,4.21551,-5.21725,-17.1962,77.7448,-7.98712,-1.63149,-13.7414,-1.3659,4.54024
1249,0,4.97665,0.349264,-6.69329,28.4428,8.06637,-9.00242,26.4295,-7.44447,-6.07851,6.50304,-4.42351,19.4484,4.97665,-0.349264,6.69329,5.88541,-5.95337,-16.9008,80.1967,-7.76784,-1.83983,-12.9022,-1.30102,4.30278
1250,0,5.2203,0.629729,-6.71485,28.702,8.33665,-9.16483,28.5014,-7.60181,-4.93018,7.36229,-4.0515,17.8231,5.2203,-0.629729,6.71485,7.64958,-6.76584,-16.6182,82.5536,-7.56439,-2.04864,-12.0779,-1.26684,4.17763
1251,0,5.4985,0.968222,-6.77139,28.9549,8.68346,-9.36785,30.5065,-7.77472,-3.8696,8.35596,-3.71767,16.3383,5.4985,-0.968222,6.77139,9.50587,-7.64982,-16.3353,84.8129,-7.37854,-2.24176,-11.2694,-1.25859,4.1474
1252,0,5.80422,1.35762,-6.85871,29.1755,9.09417,-9.62492,32.4021,-7.96682,-2.92597,9.45227,-3.4309,15.0441,5.80422,-1.35762,6.85871,11.4506,-8.59626,-16.0402,86.9694,-7.21159,-2.41218,-10.4782,-1.27284,4.1996
1253,0,6.13125,1.78789,-6.97246,29.3384,9.55234,-9.94487,34.1484,-8.17988,-2.11323,10.6201,-3.19594,13.9715,6.13125,-1.78789,6.97246,13.4789,-9.59189,-15.7239,89.016,-7.06466,-2.5552,-9.70592,-1.30579,4.32026
1254,0,6.47348,2.24456,-7.1073,29.42,10.0368,-10.3323,35.7124,-8.4164,-1.42569,11.835,-3.01294,13.1289,6.47348,-2.24456,7.1073,15.5838,-10.6169,-15.3762,90.9438,-6.93446,-2.67374,-8.95243,-1.3547,4.49928
1255,0,6.82384,2.71186,-7.25634,29.3987,10.524,-10.7878,37.0679,-8.67671,-0.844854,13.074,-2.87923,12.5095,6.82384,-2.71186,7.25634,17.7556,-11.6477,-14.9897,92.7417,-6.81816,-2.77201,-8.21788,-1.41637,4.72485
1256,0,7.17494,3.17226,-7.41158,29.2554,10.989,-11.3064,38.1957,-8.95931,-0.346271,14.3178,-2.79028,12.0957,7.17494,-3.17226,7.41158,19.9825,-12.6571,-14.563,94.398,-6.71471,-2.85337,-7.49965,-1.48684,4.98248
1257,0,7.51924,3.60906,-7.56358,28.9757,11.4079,-11.8806,39.0857,-9.26049,0.103588,15.5507,-2.73867,11.8551,7.51924,-3.60906,7.56358,22.2499,-13.6165,-14.0945,95.899,-6.61969,-2.92312,-6.79738,-1.56215,5.25752
1258,0,7.84818,4.0074,-7.70123,28.5484,11.7591,-12.4986,39.7345,-9.57234,0.531382,16.7591,-2.71762,11.7568,7.84818,-4.0074,7.70123,24.5409,-14.4977,-13.5876,97.2316,-6.53095,-2.97943,-6.10847,-1.63641,5.5285
1259,0,8.15294,4.35544,-7.81366,27.9666,12.0262,-13.1484,40.1455,-9.88579,0.952893,17.9319,-2.72161,11.7754,8.15294,-4.35544,7.81366,26.8364,-15.2754,-13.0487,98.3834,-6.44595,-3.02104,-5.43064,-1.70391,5.77458
1260,0,8.42548,4.64447,-7.89024,27.228,12.1977,-13.8145,40.3265,-10.1882,1.36998,19.0585,-2.74688,11.8934,8.42548,-4.64447,7.89024,29.1174,-15.9285,-12.4895,99.3427,-6.36498,-3.04386,-4.76367,-1.75839,5.97305
1261,0,8.65947,4.87022,-7.9219,26.3349,12.2691,-14.4812,40.2898,-10.4658,1.7802,20.129,-2.78949,12.092,8.65947,-4.87022,7.9219,31.3648,-16.4417,-11.9202,100.101,-6.28568,-3.04274,-4.10641,-1.79401,6.10273
1262,0,8.84991,5.03019,-7.90183,25.2948,12.2402,-15.1335,40.0522,-10.7052,2.16883,21.1338,-2.84754,12.3622,8.84991,-5.03019,7.90183,33.5606,-16.8045,-11.3563,100.649,-6.20882,-3.01806,-3.45996,-1.8069,6.14966
1263,0,8.99613,5.12575,-7.82492,24.1208,12.1167,-15.7564,39.6324,-10.893,2.51883,22.0635,-2.91908,12.6944,8.99613,-5.12575,7.82492,35.6912,-17.0128,-10.8108,100.985,-6.13471,-2.97464,-2.82713,-1.79525,6.10724
1264,0,9.09947,5.15933,-7.68961,22.8291,11.9079,-16.3363,39.0516,-11.0192,2.81141,22.9089,-3.00223,13.0794,9.09947,-5.15933,7.68961,37.7438,-17.0669,-10.2996,101.104,-6.06559,-2.92219,-2.20924,-1.75948,5.97704
1265,0,9.16493,5.13483,-7.49538,21.4399,11.6254,-16.8573,38.3321,-11.0734,3.02809,23.6597,-3.09467,13.506,9.16493,-5.13483,7.49538,39.7095,-16.9703,-9.8343,101.004,-6.0028,-2.87859,-1.6098,-1.70316,5.77186
1266,0,9.19947,5.05605,-7.24314,19.9748,11.281,-17.3092,37.4953,-11.0517,3.14727,24.3064,-3.19595,13.9715,9.19947,-5.05605,7.24314,41.5818,-16.7286,-9.42652,100.686,-5.94943,-2.86555,-1.03312,-1.63182,5.51176
1267,0,9.2106,4.92757,-6.93491,18.4533,10.8874,-17.6818,36.5602,-10.9517,3.15833,24.8376,-3.30352,14.4639,9.2106,-4.92757,6.93491,43.3544,-16.3495,-9.08682,100.15,-5.91042,-2.90653,-0.481972,-1.55243,5.22205
1268,0,9.20731,4.75344,-6.5732,16.8941,10.456,-17.9692,35.543,-10.7758,3.04739,25.2439,-3.41702,14.981,9.20731,-4.75344,6.5732,45.0227,-15.8412,-8.82238,99.3941,-5.88999,-3.02375,0.0416254,-1.47265,4.93059
1269,0,9.19733,4.53739,-6.16091,15.3116,9.99644,-18.1709,34.4556,-10.5299,2.80606,25.5143,-3.53689,15.5244,9.19733,-4.53739,6.16091,46.5814,-15.2127,-8.63818,98.4191,-5.89233,-3.2324,0.53264,-1.39919,4.66201
1270,0,9.18704,4.28411,-5.70076,13.7169,9.51801,-18.2902,33.3078,-10.2229,2.4325,25.6395,-3.66338,16.0946,9.18704,-4.28411,5.70076,48.0251,-14.4741,-8.54169,97.2258,-5.92766,-3.54361,0.990566,-1.33847,4.43988
1271,0,9.18255,3.99721,-5.19657,12.1181,9.02808,-18.3309,32.1053,-9.86307,1.92445,25.6088,-3.79798,16.6977,9.18255,-3.99721,5.19657,49.3473,-13.6359,-8.53199,95.8129,-5.99827,-3.9586,1.41177,-1.29548,4.28249
1272,0,9.18712,3.68134,-4.65151,10.5205,8.53338,-18.3026,30.8537,-9.46142,1.28923,25.4122,-3.94156,17.3368,9.18712,-3.68134,4.65151,50.5414,-12.7092,-8.61463,94.1816,-6.116,-4.46667,1.79661,-1.27262,4.1988
1273,0,9.20287,3.34012,-4.06965,8.92766,8.03934,-18.2118,29.5577,-9.02779,0.531358,25.0402,-4.09575,18.0181,9.20287,-3.34012,4.06965,51.5988,-11.705,-8.78144,92.3306,-6.27862,-5.04823,2.14379,-1.27091,4.19253
1274,0,9.23044,2.97782,-3.45539,7.34226,7.55109,-18.0687,28.224,-8.57338,-0.335774,24.4833,-4.26133,18.7437,9.23044,-2.97782,3.45539,52.5127,-10.6349,-9.03483,90.2619,-6.49578,-5.67827,2.45545,-1.29025,4.26333
1275,0,9.26869,2.59764,-2.81378,5.76576,7.07182,-17.8809,26.8589,-8.10752,-1.30358,23.7326,-4.44009,19.52,9.26869,-2.59764,2.81378,53.2745,-9.51018,-9.36633,87.9759,-6.76493,-6.32394,2.73535,-1.32892,4.40492
1276,0,9.316,2.20316,-2.15026,4.20057,6.60487,-17.6593,25.4714,-7.64103,-2.35757,22.7793,-4.63312,20.3498,9.316,-2.20316,2.15026,53.8777,-8.34238,-9.77,85.4756,-7.08588,-6.9574,2.98767,-1.38672,4.61642
1277,0,9.36914,1.79667,-1.47073,2.64812,6.15118,-17.416,24.0717,-7.18442,-3.4827,21.6156,-4.84207,21.2378,9.36914,-1.79667,1.47073,54.3134,-7.14259,-10.2242,82.7609,-7.43987,-7.5372,3.21796,-1.45951,4.8826
1278,0,9.42484,1.38051,-0.78187,1.11073,5.71201,-17.1611,22.671,-6.74722,-4.66401,20.2332,-5.06767,22.1845,9.42484,-1.38051,0.78187,54.5769,-5.923,-10.7212,79.8381,-7.82051,-8.04683,3.43352,-1.54948,5.21126
1279,0,9.47955,0.956386,-0.0906544,-0.408177,5.28736,-16.909,21.282,-6.33972,-5.88567,18.6248,-5.31175,23.1941,9.47955,-0.956386,0.0906544,54.6635,-4.69603,-11.2469,76.7132,-8.21209,-8.46644,3.64284,-1.65719,5.6043
1280,0,9.52972,0.525685,0.596988,-1.90395,4.87613,-16.6744,19.92,-5.97043,-7.12865,16.7846,-5.57439,24.2633,9.52972,-0.525685,-0.596988,54.5721,-3.47375,-11.792,73.3971,-8.6015,-8.79645,3.85504,-1.78801,6.08091
1281,0,9.57239,0.0904476,1.2744,-3.37054,4.47806,-16.47,18.6018,-5.64638,-8.37218,14.7062,-5.85408,25.382,9.57239,-0.0904476,-1.2744,54.3016,-2.26941,-12.3321,69.9008,-8.95832,-9.03434,4.0797,-1.94429,6.64913
1282,0,9.6046,-0.348134,1.93614,-4.80008,4.09133,-16.311,17.346,-5.37452,-9.60041,12.3892,-6.15063,26.5454,9.6046,0.348134,-1.93614,53.8557,-1.09574,-12.8632,66.2438,-9.2697,-9.19971,4.32723,-2.13425,7.33793
1283,0,9.62448,-0.788139,2.57692,-6.18328,3.71444,-16.2111,16.1732,-5.15864,-10.79,9.83438,-6.45964,27.7323,9.62448,0.788139,-2.57692,53.2414,0.0343449,-13.3792,62.4502,-9.51865,-9.31555,4.60898,-2.36555,8.17366
1284,0,9.62998,-1.22809,3.19283,-7.5099,3.3456,-16.1828,15.1055,-5.00182,-11.9231,7.0522,-6.77667,28.9231,9.62998,1.22809,-3.19283,52.4661,1.11003,-13.8614,58.5466,-9.67627,-9.4052,4.93324,-2.64247,9.16946
